Loan ID,Loan Grade,Exception IDs
9496079.25,86,1|3
8614539.44,100,
4389984.15,83,1|2|3
3706185.71,98,3
8054852.67,86,1|2|3
7325419.65,96,1
1672992.9,99,2|3
8400231.25,86,1|3
702856.91,92,1|3
8143142.91,100,3
7433257.03,92,3
2188866.49,93,1|2
2110298.28,96,3
9561085.26,96,1
5040481.16,96,1
3823986.42,91,1|2|3
7478237.3,96,1
9896335.81,90,1|3
2772906.01,93,1|2
7127564.86,88,1|3
31216.81,100,
3361.79,96,1
548572.32,96,1
6429453.01,99,2
3082640.55,100,
8758115.2,96,1
6277392.94,94,1|3
8419143.58,94,1|2
3641399.73,94,3
828822.29,96,1
1147587.46,56,3|4
6346943.03,86,1|3
576062.74,100,
3616296.39,96,1
7543812.45,86,1|2|3
3016940.25,96,1
6426831.09,96,1
9955456.07,96,1
4871954.48,100,3
7061808.12,100,
5124636.47,98,3
6611400.8,92,1|3
930114.26,86,1|3
7587943.2,96,1
8875155.97,100,
9948198.7,92,1|3
2477559.0,100,
629226.0,96,1|3
4132163.62,90,2|3
8842502.65,94,3
711864.74,96,1
3077816.49,92,1|3
6683693.64,99,2
5375348.36,87,2|3
990050.38,100,
9378509.69,92,1|3
4518498.47,94,1|2
7243968.81,100,
3760652.78,96,1
5346782.65,96,1
2712981.44,96,1
7544841.96,92,1|3
2912591.3,92,1|3
6257298.83,96,1
8118922.75,92,4
5908777.48,98,3
3804290.56,98,2
6744247.7,99,2|3
4280060.91,95,1|2|3
6691385.31,96,1
1155120.94,96,1
1032851.29,98,3
9196228.48,98,2
5422191.19,96,1|3
945475.0,99,2
910038.9,92,1|3
9626171.77,96,1
5719630.24,100,
5939340.84,86,1|3|4
6390036.19,100,3
2366405.18,98,2
771933.65,100,
5154249.62,88,1|3
8957505.53,96,3
7382870.53,100,
3728619.67,94,1|2
7809559.62,92,3
499002.66,86,1|3
885161.76,100,
6076413.2,98,3
7232518.56,94,1|2
7032999.26,60,4
8215278.01,86,1|3
683344.48,92,1|3
4490305.37,96,1
5107189.55,100,
9543712.45,86,1|3
7943756.2,96,1
4110405.96,100,
907278.48,96,1
3712255.22,99,2
3707138.6,90,3
2784375.42,95,4
387646.52,97,2
7189389.08,96,1
6885452.36,94,3
874575.35,99,2|3
9587873.25,90,3
489306.44,96,1
9738411.38,66,1|4
1672472.3,94,3
1796935.04,96,1
8986395.92,100,
3283511.46,94,3
8581487.4,92,3
2696278.41,94,1|3
836149.23,96,1
6858732.77,100,
3556850.1,100,
6642228.55,96,1
6039842.19,97,2|3
7322748.0,99,2|3
621388.09,100,
361132.5,96,1
5642078.15,92,3
8512387.98,100,
4891659.42,100,
3302208.3,100,
1271466.56,98,3
5575282.83,100,
7431461.93,100,
1212773.47,94,3
9886043.18,98,3
9706523.1,90,1|3
5114771.7,100,
9837698.7,96,1
3571124.31,86,1|3
7691258.87,96,3
4988716.24,92,1|3
3819074.89,90,3
6367035.17,98,2
75949.91,88,1|2|3
3830867.01,94,1|3
8694969.88,96,1
371691.57,90,3
2963740.25,96,1
8886541.59,96,1|4
1040345.74,90,1|3
3088861.65,94,1|2
556223.27,96,1|3
2656212.16,96,1
3467338.05,96,1|3
8571900.98,92,1|3
5807345.87,96,1
1161807.95,100,
9662759.89,94,3
5388800.2,92,1|3
8438725.18,100,
5144965.57,100,
5537667.41,86,1|3
294222.42,94,3
8195991.98,100,
401023.51,96,1
2646782.19,100,
1213226.49,96,1
1571548.78,96,1
9734002.88,96,1
926904.83,91,1|2|3
3451158.86,94,1|2
579711.22,94,1|3
6733543.62,96,3
7841081.16,100,
7676415.0,100,
2171773.62,100,
3413142.0,96,1|3
6976217.67,95,1|2
999333.93,96,1
4079866.55,100,
3154118.29,92,1|3
9741213.44,100,
51864.49,96,1|3
6791524.94,90,3
7829334.29,95,1|2
6956612.77,90,1|3
1483721.48,92,1|3
883334.28,94,1|3
7140651.35,96,3
3591622.25,96,1
6169646.33,96,1
6585582.79,100,
3967801.65,100,
4554313.78,83,1|2|3
9039953.66,96,1
5723429.54,96,1
4005292.48,94,3
8030581.23,92,2|3
7536690.68,99,2
3411289.76,96,1
5068389.85,88,1|2|3
9768383.04,100,
6483005.69,92,3
3229316.37,88,1|2|3
2967359.8,96,1
3139751.28,95,1|2
1201251.54,100,
8235165.07,92,3
1414735.18,100,
9615293.72,100,
125032.01,96,1
7778898.14,96,1
4874241.32,92,1|3
653116.3,96,3
2103859.74,86,1|3
6980341.48,100,
4638515.26,93,1|2
6795374.58,96,1
222134.1,92,3
20773.37,32,3|4
4589846.48,92,3
384880.76,92,1|3
4416336.7,96,1
5079846.07,98,2
9965245.06,96,1
8019357.53,96,1|3
1155633.6,100,
8522975.9,100,
25009.98,98,3
577026.99,90,1|3
8069199.55,96,1
9045337.1,95,1|2
4884255.45,100,
9222397.02,90,3
7839516.58,100,
2079146.49,92,1|3
2164896.48,96,1
4893519.58,100,
8097879.25,92,3
3485884.93,96,1
9565725.57,93,1|2
4282870.56,96,1
944975.21,95,1|2
2045137.99,100,3
4110823.97,96,1|3
7169680.86,91,1|2|3
8385283.5,88,4
4766690.17,100,
4669060.58,96,1
8804389.12,100,
9772748.23,44,3|4
8668732.03,96,1
2777392.92,88,1|3
458714.32,78,3|4
8165984.66,100,3
527341.25,96,1|3
4740964.41,96,3
3867745.02,92,3
740086.28,96,1
1804188.02,96,1|3
1352652.01,100,
7933966.75,94,3
9631023.8,94,1|3
2717674.96,70,4
9689878.73,96,1
5579873.22,86,1|3
6880934.75,88,1|3
2430444.94,86,1|3
725047.22,90,1|3
8531099.16,94,3
7301193.1,88,1|2|3
6091049.28,96,1
4938351.23,100,
5931242.04,92,1|3
5059587.97,96,1
3786745.76,96,3
2838467.25,90,1|3
4549473.99,92,3
4807557.2,96,1
695265.6,96,1
1692873.06,100,3
825849.9,100,
1650420.45,100,3
9142667.14,100,
3542456.61,92,3
831336.06,90,1|3
5681879.38,90,1|3
163848.24,92,3
1224437.46,96,1
6493690.19,96,1
2225504.22,98,2
2805441.93,94,1|3
3911779.78,100,
1448993.32,98,3
363190.38,100,
261844.38,86,1|2|3
4670169.28,92,3
7605927.57,99,2|3
8869878.1,96,1
6021501.99,100,
1862218.44,100,3
7850982.41,92,3
8291848.79,86,1|3
6858889.59,92,1|3
8643653.85,96,1
5887760.02,94,1|3
1154621.52,94,1|3
9302393.86,96,1
5891962.48,96,3
9455055.22,90,3
6409018.65,94,1|3
6238219.36,98,3
2181445.73,100,3
8999414.64,96,1|3
2739154.13,100,
4265608.3,100,3
34054.2,100,
8201428.26,96,1
2121783.2,92,1|3
1619336.42,96,1|3
9641065.2,86,1|3
5521648.22,86,1|2|3
8375778.67,99,2|3
7990897.77,98,3
9105048.86,90,1|3
2814165.1,96,1
2715393.79,100,
5459948.38,100,
7306085.09,99,2
8488086.53,94,3
3764944.34,86,1|3
8471886.97,100,
4403806.69,97,2|3
2440044.12,96,3
1122868.16,92,3
6882662.48,100,
1468139.49,94,1|3
2285794.17,88,1|3
8007334.08,100,
5986927.34,92,3
7779731.47,98,3
6522076.31,96,1
6420096.38,90,1|3
8669357.93,10,3|4
3065328.79,99,2
4519318.08,96,1|3
8027224.14,100,
406422.16,96,1
5481176.71,92,3
8188390.87,96,1
3809390.71,96,1
2630671.08,96,1
3338040.99,96,1
208178.19,99,2|3
7525993.09,100,
3471748.15,90,1|3
9061668.2,100,
71994.26,94,3
4904557.73,95,1|2
1142810.23,100,
7389549.33,92,2|3
4187677.0,88,1|3
3916666.88,95,1|2|3
7945604.06,94,3
9041557.05,96,1|3
3562440.81,100,
8607796.77,50,4
1657264.55,96,1
9881821.75,99,2|3
7763374.91,96,1
7362083.75,97,2|3
5073477.35,96,1
8905232.56,96,1|3
2560022.85,96,1|3
3584851.77,95,1|2
9845758.76,96,1
7330278.84,100,
3579743.14,96,1
8914147.04,92,1|3
3536569.56,92,2|3
9926.25,100,3
2387985.19,99,2|3|4
5459706.13,100,
3077744.05,3,1|2|3|4
919312.61,96,1
8676200.95,90,1|3
7831211.17,100,
503802.32,96,3
159153.96,32,3|4
4187716.33,36,1|4
181932.95,36,1|4
335271.02,100,
4021700.64,97,2
5464945.27,100,
5441441.8,98,2
3305203.32,96,1
4076041.29,100,
4368404.41,100,
1201659.26,94,1|3
8549173.61,100,
5109742.94,97,2|3
907076.48,96,3
9403870.89,94,3
5488360.45,95,1|2|3
1326046.5,100,3
6082957.5,100,
4194680.69,100,
2676475.16,86,1|2|3
6227454.96,84,1|4
9310839.76,96,1
5446324.41,92,3
8533036.58,83,1|2|3
1043043.99,96,1|3
7860624.13,96,1
7320375.25,92,3
9759009.47,96,3
7473284.28,100,
7772998.67,86,1|3
9754239.47,88,1|3
463557.97,90,2|3
2302388.54,88,1|3
9319159.68,100,
886427.11,98,2
9526978.39,94,3
5162801.87,96,3
3376423.85,95,2|3
5956186.48,86,1|3
5334965.54,100,
5321565.18,100,
8774794.53,100,
3847014.52,92,3
8817446.13,94,3
6513809.25,83,1|2|3
644415.78,90,3
3708377.31,91,1|2|3
6300075.85,98,3
9139226.59,100,
4342799.29,95,1|2
4996651.58,86,1|3
9069014.56,100,
8661694.45,100,
2448606.05,96,1
5367322.07,62,2|3|4
4793837.5,100,3
7365181.63,99,2
3468387.39,90,1|3
4304373.62,100,
5876327.15,92,1|3
3909273.39,96,1|3
6386938.92,92,1|3
1764016.72,96,1|3
6888943.67,98,2
4852680.43,90,3
1986044.11,92,3
240330.06,100,
5068863.13,96,1|3
8820617.39,96,1
3958293.6,100,
3265460.73,99,2
7602688.61,96,1
7017159.97,95,1|2|3
5863405.93,96,1
6412893.54,86,1|3
5372136.8,100,3
8060547.52,92,3
6509573.39,83,1|2|3
1746838.36,98,3
2367580.67,100,
6730257.49,96,1
4793346.5,88,1|3
798196.23,92,1|3
3748022.02,100,
5260191.42,92,2|3|4
7644271.25,90,3
3076934.77,94,1|2
3980648.3,100,
3564236.33,100,3
3408835.11,96,1
6449540.5,88,1|3
5103153.72,100,
4335243.4,90,3
482578.57,99,2|3
2575860.73,90,3
7415724.98,95,1|2
4429505.88,100,
3164819.47,95,1|2|3
6397093.64,96,1
9757496.08,86,1|2|3
7685367.27,100,3
7375769.98,98,2
8474381.58,100,
4887518.94,100,
2121017.39,89,1|3|4
9358285.39,96,1
5968085.1,100,
4406220.73,88,1|3
442087.55,99,2
3981376.28,90,3
270155.29,88,1|2|3
738848.46,96,1
5566893.5,98,3
2116768.15,96,1|3
8253144.68,88,1|3
7621723.96,100,
4641772.46,90,3
559512.26,100,
56935.07,100,
6925013.99,98,2
789231.26,90,3
2390635.53,100,
6986357.55,92,3
1304565.57,86,1|2|4
7402463.57,90,3
4562397.81,100,
3876652.17,90,1|3
7151574.36,100,3
6004876.74,88,1|3
4671367.8,90,1|3
3314451.01,96,1
7226499.18,96,1
3994224.17,99,2
9338822.5,96,1
8010243.31,92,3
3556911.66,88,1|3
4248158.55,90,1|3
2912488.72,94,3
2099296.27,100,
2555747.73,90,3
9869454.01,100,
8725503.6,96,1
9738105.68,100,
431128.52,96,1
3915328.51,100,3
3611713.0,90,1|3
389790.27,100,
306334.95,92,1|3
4027640.33,96,1
9483121.45,100,
6220704.05,100,
7404731.93,94,1|3
5260459.17,94,3
354011.0,100,
6627785.39,88,1|3
6506751.55,96,1
675150.08,90,3
9180837.55,96,1
4346226.08,92,2|3
4228591.48,66,1|4
620822.59,100,
9787689.87,96,1
9221159.71,94,3
1609596.03,93,1|2
348018.54,96,1
5437646.54,100,
3521769.43,100,
5187391.6,96,3
5273355.44,98,3
7901133.07,100,3
3654378.63,88,1|3
3877140.03,88,1|3
5040251.63,96,1
2800534.8,92,3
5751793.56,95,1|2
7714014.35,100,
5452049.46,96,1
2768756.09,94,1|3
4732903.56,93,1|2
3432277.53,95,1|2
790125.28,86,1|3
4879008.01,94,3
3924776.05,88,1|3
6511000.77,100,3
7648797.2,96,1
4152593.05,87,2|3
6862015.9,100,
4542629.92,90,3
8946200.94,100,
3203264.24,95,2|3
3052533.89,90,1|3
3053116.21,90,3
5675975.89,100,3
5672883.82,100,
9882166.34,60,4
788591.77,94,3
9646353.8,60,1|3|4
3821070.52,100,
8343471.42,86,1|3
8136910.25,93,1|2|3
1976644.83,80,4
6354817.61,96,1
977539.06,92,4
2603131.51,98,3
7797213.87,94,3
3369342.66,100,3
6292216.11,100,
4422564.02,94,1|3
1370298.27,86,1|3
2646490.8,83,1|2|3
6793101.73,100,
7616735.01,96,3
8220355.98,96,1
2879512.85,88,1|3
1643274.04,86,1|3
3831621.05,94,1|3
7975221.12,92,3
1906904.18,88,1|3
4268417.95,100,
7091042.4,100,
1302557.34,90,1|3
440328.87,96,1
3540872.56,88,1|3
329080.69,96,1
7652008.76,96,1
6948893.38,96,3
4149951.16,95,2|3
4062322.12,100,
5041116.71,95,1|2
2564391.51,94,3
4366867.18,100,
6257215.98,94,3
5798660.81,86,1|3
7832811.16,90,1|3
9639733.47,92,3
2723722.61,100,
2756020.76,92,2|3
8570015.99,96,1
9686352.82,96,1
9602584.52,90,3
5143681.79,90,2|3
943443.86,96,1
3050379.09,90,3
6332368.68,98,3
9124911.48,97,2|3
4871031.64,94,1|2
4294847.7,96,1
5606400.68,95,1|2|3
4888321.24,99,2
4611302.9,90,1|3
2273583.01,92,3
2583907.27,96,1|3
7605670.68,98,3
1079012.97,100,
752625.53,96,1
4731138.13,96,1
9600242.53,90,3
3314370.82,96,1
308183.75,96,1
6339188.19,90,3
9622724.44,90,3
6350562.32,88,1|2|3
8836268.58,96,1
8506777.58,96,1
5309626.4,100,
5819254.82,94,1|2
5781201.27,92,2|3
557636.92,100,
3032926.64,87,2|3
1589807.9,92,3
7864111.29,56,1|4
1664823.1,90,3
2952403.82,100,
8074367.2,99,2
1479148.03,100,
1004528.48,98,3
1907802.55,98,2
1152270.07,92,3
1294227.31,96,1
1352197.47,100,
6985098.94,97,2
9390626.17,96,1
7923082.35,96,1|3
7525934.1,98,2
9038908.67,96,1
8043713.05,94,3
6418498.43,86,1|4
6340074.57,100,
1177229.45,100,
4376224.91,96,1
158309.81,100,
5880399.31,94,1|3
9828936.54,100,
8211848.99,97,2
3074068.69,86,1|3
8503701.17,100,
2339246.92,92,1|3
8586708.46,96,1
9053746.8,96,1
5920623.67,88,1|3
3841199.67,100,
474568.37,100,
3262584.06,96,1
5930066.75,92,1|3
451388.56,96,1
7793988.24,92,1|3
4400938.08,90,3
4857387.27,90,2|3
6423424.41,92,1|2|4
1407268.27,83,1|2|3
603727.25,97,4
8755826.89,50,4
877167.58,92,3
1915592.47,92,1|3
3928837.16,94,3
3518318.56,92,1|3
5315273.63,96,1
2198871.34,90,3
3252590.42,83,1|2|3
6136920.75,98,2
4101534.48,96,1
6324098.45,96,1|3
3405221.4,34,1|2|4
6829994.68,100,
8197124.33,96,1
8630276.24,99,2
4326228.17,94,1|2
5101388.92,95,1|2
9662441.94,96,1
2205160.83,100,
9309493.5,93,1|2|3
8020871.65,96,1
7406260.83,92,1|3
9733798.7,96,1|3
2151170.93,96,1
3669378.18,86,1|3
724315.39,96,1
2178549.71,90,3
9570544.97,36,1|4
3074443.98,92,1|3
834972.78,90,1|3
9510303.66,100,3
1156102.38,90,2|3
7165228.41,98,3
8563044.29,99,2
8989510.05,90,2|3
1259163.88,96,1
4711674.18,100,
5419639.17,100,
925780.41,96,1
7088097.17,92,1|3
7135991.54,90,1|3
5217168.59,96,1|3
9871924.15,96,1
4155369.33,96,1|3
6856317.34,86,1|3
187952.4,100,
5887517.69,100,
3820604.84,96,1
2512292.27,94,3
8086433.87,100,
8597703.09,91,1|2|3
1425508.09,96,1
1657634.2,90,3
4021810.68,83,1|2|3
691769.13,96,1
617210.39,96,1
2151964.2,94,3
9621524.4,96,3
617931.78,86,1|3
8061980.6,96,1
6573083.8,94,1|3
1693176.05,100,
5896853.98,94,1|3
9213945.92,96,1
7121294.25,100,
7430106.92,100,
2575687.83,96,1
3433201.55,92,3
2967273.69,100,
5738632.99,100,
9028653.01,96,1
432542.26,96,3
630164.45,90,1|3
570373.22,94,1|3
2014762.93,100,
200941.43,96,1
3712780.28,100,
1584703.42,92,2|3
6749938.03,95,1|2|3
2682006.48,100,
758864.93,95,1|2
2394961.4,99,2
1799527.54,96,1
1145280.54,97,2
6600260.26,96,1
5980434.97,92,1|3
9817761.57,95,1|2
4975788.9,92,2|3
7575244.87,98,3
9723551.87,95,1|2
5401239.14,90,3
6103298.25,96,1
2882577.0,94,1|2
5102277.8,88,1|3
5995019.5,94,3
2975335.59,79,2|4
6466504.51,98,2
7648525.2,90,3
2877098.87,96,1
4614204.0,100,
8929240.72,92,1|3
145171.05,96,1|3
4351164.16,100,3
1325482.65,96,1
2107631.13,92,1|3
5899722.14,94,3
7013218.63,95,2|3
1837568.47,86,1|3
388549.46,100,
5510144.59,90,1|3
61902.18,100,
621380.76,100,
267977.86,96,1
9503348.3,95,1|2
3441338.18,97,2
5844108.52,88,1|3
1762198.83,88,1|3
4474573.74,97,2
3312442.48,86,1|3
4704284.03,98,3
7454910.67,94,3
2477615.22,97,2|3
5750130.62,96,1|3
4663721.63,95,1|2
9910754.69,96,1
6552877.27,86,1|4
2297749.19,92,1|3
6980165.12,96,1
3211006.08,96,1
7939749.0,96,1|3
4623957.63,90,4
346757.34,90,3
4507413.97,95,1|2
6771640.57,100,
3619607.31,96,3
4243648.61,100,3
8154795.63,99,2|3
4302339.12,96,1
6434917.74,96,1
5289342.8,94,3
1521880.73,90,2|3
5924756.05,100,
9298841.71,100,
9129726.55,86,1|3
2614241.8,100,
6921208.77,93,1|2
5576828.68,96,1
4176034.7,96,1
7163634.65,96,1
1984025.13,100,
213901.57,96,1
150138.27,96,1
9736414.67,100,
1289539.56,95,1|4
2937745.8,96,3
6611421.65,96,1
9336883.39,96,1
1080357.23,88,1|3
7364744.41,100,
677548.7,96,1
44068.88,96,3
7032166.57,80,4
4670686.69,94,3
7943812.68,90,1|3
9594879.21,96,1
63721.03,96,1
5714681.64,96,1
3700274.94,96,1
6715414.02,90,1|3
3834789.07,96,1
1781407.46,86,1|2|3
2483861.35,100,
6741732.95,90,2|3
310551.91,100,
2523181.81,92,3
2089787.16,96,1
4556454.03,96,3
7796828.58,70,4
6139590.06,98,3
9339761.75,98,3
8524011.22,96,3
3843803.78,96,1
8432180.7,83,1|2|3
1134951.72,96,1
896067.39,96,1
1069753.7,100,
3768771.03,88,1|3
8660892.32,96,1
2431958.79,96,1
5691449.02,98,3
9977354.5,95,2|3
2090986.11,96,1|3
9322372.92,96,1
1624394.78,99,2
6351521.5,92,3
9846164.64,100,
235644.87,96,1
6057600.61,86,1|3
8719704.47,86,1|3
7508479.39,88,1|2|3
4080676.36,93,1|2
309234.78,96,1
800303.0,90,1|3
7304646.33,96,1
5038950.44,94,1|3
7655938.14,96,1
7549374.64,94,3
8325082.36,96,1|3
7573778.15,96,1|3
4579094.55,96,1
6800757.44,96,1
4094607.99,96,1
6109048.15,96,1
8624616.57,100,
8567807.84,77,2|3|4
9338967.54,58,1|2|3|4
5410431.46,100,
860165.76,100,
5131953.31,94,1|3
5227774.47,100,3
5250860.36,100,
4356979.72,96,1
4228249.19,86,1|3
7891549.01,85,1|2|3|4
5420189.36,90,2|3
5327415.88,96,1
7658504.66,100,
3664831.3,86,1|3
3301432.1,97,2|3
2649945.17,90,1|3
429333.62,92,1|3
2646333.09,95,1|2|3
8600622.06,76,3|4
6938813.53,96,1
2056829.14,96,3
6184972.96,96,3
7589459.62,90,3
225652.82,88,1|3
2893366.16,98,3
3652417.67,92,1|3
5924538.27,98,3
7999485.34,98,3
87264.48,94,3
6900006.99,96,1|3
4883354.68,96,3
4439533.58,98,3
778699.97,91,1|2|3
4742920.55,88,1|3
7139433.47,94,1|2
5192180.46,87,2|3
167648.42,93,1|2
6670791.92,86,1|3
9292620.83,96,1|3
4801829.35,100,
3054865.94,86,1|3
4409707.9,90,1|3
1281046.55,100,
6905550.6,96,1
1884295.6,96,1
5409233.61,94,1|3
6050896.16,95,1|2
829428.07,86,1|3
8427169.94,90,3
5140638.01,90,4
6124498.97,100,
873398.79,100,
9593577.61,92,1|3
1278817.19,83,1|2|3
5612377.77,96,1
2832914.68,92,1|3
419034.09,96,1|3
1860228.44,98,3
1626087.39,100,
8353202.04,96,1
6191521.5,97,2
9722404.35,100,
2704674.98,96,1
484271.25,56,1|4
8315832.43,86,1|2|3
283296.6,96,1
9897550.42,100,
3481408.71,92,3
8479377.45,98,2
5380007.81,96,1
8852834.45,40,1|3|4
2320658.63,91,1|2|3
8843713.33,90,1|3
1290938.29,100,
5861250.38,100,
7021368.61,100,
304354.22,100,
8035314.54,91,1|2|3
94044.66,100,
6195644.48,100,
4716985.28,94,1|3
7856850.1,91,1|2|3
7643444.18,98,3
673792.69,91,1|2|3
4955380.48,96,1
8568305.76,100,
3564057.38,96,1
3663089.26,93,1|2|3
401354.25,90,2|3
290627.77,100,
9063061.84,88,1|3
2652306.08,99,2
8077047.71,95,1|2
511594.07,100,
2000005.82,98,2
9363302.7,96,1
3474150.19,96,1
6332170.22,96,1
2677231.0,96,1
8952156.15,96,1
7477752.61,96,1
6966869.9,100,
2000047.51,100,
602152.44,99,2|3
4266764.38,86,1|3
6615786.8,99,2|3
3383876.47,96,3
2105169.58,95,1|2
3993300.44,96,1
8441111.81,94,3
5845872.4,100,3
9302014.38,96,1
8392425.09,96,1
1145406.52,96,1
3471577.75,96,1
7982126.52,99,2
4058208.99,100,
1987776.43,98,3
7335833.11,86,1|3
5404590.93,97,2
2686714.92,100,
2478873.05,100,
342912.29,100,
4350811.31,96,1
3366413.73,96,1|3
9283670.62,86,1|3
3394995.37,96,1
63291.53,96,1
5046808.01,90,3
5148389.89,100,
1763647.92,96,1
834049.44,100,
8296701.24,100,
7524633.09,87,2|3
2075583.48,96,1
1854237.63,100,
2883056.97,96,1
7413363.37,100,
866402.22,100,
3679002.92,100,
7253221.33,94,1|3
5435334.57,100,3
7232443.95,96,3
1384210.6,100,
2796948.94,96,1
4454510.97,100,
481464.3,96,1|3
2898283.28,86,1|3
8050086.01,93,1|2|3
8849350.56,100,
3983693.88,86,1|3
5199126.46,96,3
8073665.56,85,1|2|4
551017.9,100,3
3789904.3,96,1
5401964.44,96,3
7967544.27,86,1|3
1453811.9,96,1
5279003.01,100,
9863200.03,96,1
2206458.21,100,
3117729.77,96,1
1670506.8,91,1|2|3
5475533.59,94,1|2
846468.08,100,
718823.22,96,1
5148251.06,98,3
4801469.83,100,3
2292032.86,96,1
113327.58,86,1|3
1079158.84,100,
3945691.15,96,1
1062745.55,94,1|3
3797163.16,93,1|2
8356733.75,100,
3859249.11,100,
7425392.19,90,3
5775502.4,100,
6184692.53,86,1|3
6469781.42,96,1
2810771.83,100,
6761819.13,96,1
1885885.07,90,2|3
3818020.32,96,3
8596584.21,96,1
17479.67,96,1
548428.22,92,3
2557749.13,100,
351648.68,90,1|3
2193837.94,96,1
767488.48,96,1
5853385.03,93,1|2|3
940911.12,92,3
4610917.47,94,3
6261552.81,90,3
9838354.51,100,
762554.99,100,3
3245599.0,88,1|3
1363927.11,96,1
7329499.67,96,3
9912288.62,92,3
7850096.0,96,1
7610702.92,100,
987350.13,100,
5810067.99,79,3|4
567207.59,100,
2712202.96,90,1|3
8366574.71,90,3
2701836.13,100,
6698001.57,100,
6702177.38,16,1|4
7299216.8,100,
1484502.33,96,1
9303869.39,97,2|3
6435869.64,90,3
6586791.58,88,1|3
2995894.22,95,2|3
4068333.79,97,2|3
4170579.28,100,3
1329114.41,92,3
321787.02,96,1|3
4507570.87,96,1
2174845.48,90,2|3
9879399.0,92,3
1019207.94,97,2
3127009.54,90,4
8863981.92,86,1|2|3
2010778.09,96,1|3
1244805.76,96,1
939999.01,98,2
1411050.23,100,3
933725.67,96,1
5126034.0,98,3
406983.29,100,
8587748.77,99,2|3
5810238.23,100,
4021056.11,99,2
1310074.06,96,1
523549.16,88,1|3
4206323.97,96,1
3366344.94,98,3
8425706.85,98,2
8790145.5,90,3
4041869.35,90,3
7947516.96,100,3
6671153.67,90,1|3
106815.5,100,
7912851.55,96,1
337203.91,100,
9390722.49,90,3
28625.73,100,3
7024437.68,96,1
1298337.93,95,1|2
628313.22,90,3
1991191.4,96,1
5557844.7,100,
8522022.64,56,3|4
3044025.47,94,1|2
181457.63,96,1
1574099.28,96,3
5804813.47,96,1
3802252.29,95,1|2|3
6273674.35,96,3
8576558.24,96,3
3246480.72,98,3
229317.38,100,
2985920.97,96,1|3
4520153.7,88,1|3
9630038.62,92,2|3
2183540.57,94,1|3
3185101.45,100,
336325.02,92,3
6900476.93,94,3
8494013.32,86,1|3
4962003.01,95,1|2|3
7265806.1,96,1
705366.51,96,3
7752910.28,99,2|3
7811607.54,93,1|2|3
841211.89,96,1
4566756.29,99,2
9837476.35,96,1
7410739.17,36,1|4
975443.53,96,1
6842346.23,40,4
4788127.86,100,
4024820.84,96,1|3
1170176.99,87,2|3
4562441.12,96,1
26843.81,94,3
6673171.27,100,
7024547.62,100,3
456605.4,96,1
864816.68,96,1
1231210.44,96,1|3
9920618.42,100,
3951889.04,96,1
7079339.08,92,2|3
33190.04,96,1
927427.06,97,2|3
7055724.14,94,1|3
932469.2,90,1|3
930050.8,97,2|3
9855253.44,98,3
1502448.27,95,1|2
3534678.46,100,
8602079.39,90,3
6135983.28,100,
3507078.47,94,3
3777394.74,96,1
7868422.1,90,2|3
1102646.48,99,2|3
5335082.11,90,3
9468100.56,90,1|3
5548166.78,86,1|3
2000879.74,96,1
2928077.73,96,1
4830558.99,90,2|3
3624546.1,95,2|3
3211176.15,94,1|3
3831653.0,94,3
8107289.6,86,1|3
3528832.83,94,1|3
3911603.54,94,3
2411522.29,96,1
3846382.22,94,1|3
9583825.86,83,1|2|3
5247464.35,99,2
4285197.26,100,
8545068.69,96,1
7065746.59,92,3
1795488.14,95,1|2
993529.4,100,
2941909.72,96,1
113494.93,88,2|4
8454362.57,92,1|3
951012.71,88,1|3
5804115.22,92,3
3655327.95,98,2
347730.98,92,3
1344117.66,88,1|3
2968440.44,100,
8386106.09,86,1|3
600538.85,90,1|3
1496945.69,100,
3460862.55,98,3
9850503.14,100,
2264633.32,99,2
7137985.75,87,2|3
5758645.24,96,1
8152267.99,97,2
1281859.41,96,1
3167990.02,95,1|2|3
1900793.78,100,
1549162.14,94,3
8479167.08,96,1
2602917.91,92,3
7177272.47,98,3
1380748.44,100,
2675848.31,100,
4620828.05,98,3
78409.03,94,3
6722887.99,95,2|3
3280181.48,97,4
1500004.69,86,1|2|3
6317091.71,94,1|3
8942679.73,100,3
7563440.38,96,1
356316.02,88,1|3
3285379.17,86,1|2|3
3967372.61,95,1|2
3886528.81,100,
6191855.63,96,1
204990.77,86,1|3
7641617.05,100,
7790215.29,83,1|2|3
9855329.93,98,3
3200545.48,100,
3985738.46,96,1|3
6783572.15,100,
5156497.09,90,3
751169.73,92,3
3340972.53,100,
8802285.86,88,1|3
9022671.95,96,1
6775329.78,96,1|3
1627463.11,100,
4386585.21,96,1
274673.82,92,4
3398183.28,87,2|3
5446757.21,89,2|4
221120.3,93,1|2
435151.79,98,3
5474095.82,96,3
3046511.73,86,1|3
7832214.29,100,3
2281670.4,88,1|3
4957743.19,100,
8596362.05,91,1|2|3
7175174.68,96,1
1980265.45,100,
7963148.29,96,1
7412695.68,92,3
2954585.23,98,2
2098239.07,100,
7718199.68,96,3
3171858.64,94,1|4
5306171.67,88,1|3
1677112.91,100,
4161017.55,100,3
6397843.37,98,3
4152687.6,96,1
4489004.33,98,3
7331628.7,90,3
9797922.1,96,1
9816203.51,100,3
6912209.64,92,1|3
3123737.71,99,2
9244660.97,88,1|3
6768513.16,90,1|3
5424023.53,94,3
