Data Extract Date,Portfolio,Loan ID,Property ID,Original Balance,Current Balance,Arrears Balance,Months in Arrears,CMS,Current LTV,Original LTV,Latest Valuation Amount,Latest Valuation Date,Fitch Product Category,Originator Product Category,Further Advance,Completion Date,Original Term,Maturity Date,Interest Rate Type,Current Index,Reversionary Index,Current Interest Rate,Current Margin,Reversionary Margin,Reversion Date,Loan Purpose,Repayment Type,FTB Flag,RTB Flag,Self Cert Flag,Property Type,Occupancy,Region,Tenure,Bankruptcy Marker,No of CCJs,Value of CCJs,Income Borrower 1,Income Borrower 2,Index Reference Rate,Originator,Possession Flag
200505,5568716.94,8915694.6,9960252.94,29199112.31,22639455.39,97702411.92,83144.01,32967.54,9.14,17.92,151323686.52,20100730,B,Big Yacht,N,21280909,10.73,20070619,floating,BBR,SVR,98.66,-1.15,-1.44,22430115,RR,PP,N,N,N,SD,ND,US,Freehold,Y,2.42,58257.81,22016.17,3031507.09,14.57,Kensington,Super chill
200310,5665128.02,3821867.66,8445033.19,14077343.08,132008229.5,67867227.95,97304.59,61391.57,9.17,12.74,180185602.31,20090901,M,Bungaloo,N,19850503,45.13,22600711,fixed,BBR,OTH,15.46,1.55,-1.64,20360828,OT,ND,N,N,N,SD,BTL,US,Freehold,Y,2.78,88024.27,73521.18,9723598.29,2.36,SPML,Somewhat possessive
198403,6160157.38,680361.75,943080.81,61758980.56,15433379.17,157900079.98,74923.78,87774.51,9.29,8.78,162603885.1,19900321,L,Bank,N,22210522,26.13,22800825,floating,SVR,3ML,63.23,0.31,-1.13,21910920,RE,IO,Y,Y,N,TH,POW,US,Leasehold,N,0.39,19548.89,29990.15,1242851.96,2.18,Verso,Instagram stalker
199403,9070434.43,4346211.45,5444140.03,95722465.93,155705748.88,20645247.47,51102.54,25876.29,7.17,16.59,166504136.58,19831124,B,Awesome Yacht,N,22550221,15.36,23900818,fixed,BBR,BBR,43.06,-1.68,1.88,19960610,RE,OT,Y,Y,Y,OT,OWN,UK,Freehold,N,3.99,37497.95,48138.63,5266004.56,3.92,Citibank,Instagram stalker
201208,4360025.95,9760708.09,6348139.69,100947968.35,122607460.86,187806243.13,58064.94,49880.1,9.82,7.63,132150799.4,19930423,B,Big Yacht,N,20730917,52.4,21961226,floating,SVR,FIX,8.58,-0.16,1.28,22240803,RR,ND,Y,N,Y,OT,SHO,US,Freehold,Y,3.05,80291.34,24225.47,9659614.12,6.38,GMAC,Clingy
201108,7516174.62,6203588.58,2793961.91,97953447.92,100293958.36,29279536.23,54682.44,7048.8,7.18,15.76,48768798.52,20100821,U,Yacht,N,19960629,56.46,22720118,fixed,BBR,SVR,35.1,-1.45,1.94,22231210,RR,RE,N,N,N,TH,SHO,UK,Freehold,Y,2.9,2128.27,90268.6,6255604.4,5.1,SPML,Super chill
199103,5073130.33,9676587.66,8228221.96,147997876.45,44005217.38,60393410.12,41599.43,88821.47,13.6,9.1,189079805.13,19820512,B,Big Yacht,N,21800221,52.99,22850818,floating,1ML,1ML,15.26,1.54,-0.42,22520725,RC,OT,Y,N,Y,FD,OWN,UK,Freehold,N,3.88,60337.78,74810.5,3959016.82,7.79,SPML,Instagram stalker
198504,3914916.02,9630472.83,1560830.78,89226396.28,33847662.7,77900038.35,85879.29,11195.79,8.84,8.95,163212626.7,19931101,L,House,N,20521010,33.15,21470527,fixed,SVR,1ML,61.0,0.42,-1.92,21060526,RR,IO,N,Y,Y,TH,POW,UK,Freehold,N,3.46,78584.66,27702.41,5322477.1,4.14,Kensington,Somewhat possessive
200412,8629716.48,2192640.59,7832143.84,9441509.79,32650944.09,34622924.03,27197.7,47717.61,7.89,11.0,45201728.09,19871208,M,Awesome Yacht,Y,23471110,50.41,20050104,fixed,SVR,3ML,88.75,-0.37,1.83,22371210,RC,PP,Y,N,Y,FD,BTL,US,Leasehold,Y,1.48,47246.02,2597.34,304517.13,8.81,Kensington,Somewhat possessive
198606,3807178.45,8788015.49,5121419.25,4237845.65,94937946.34,75858224.1,21091.41,47127.33,17.34,14.15,127159964.83,19810625,N,Awesome Yacht,N,20300523,56.87,20430414,floating,FIX,3ML,66.44,1.67,0.68,21420822,CO,RE,N,Y,Y,BU,OWN,US,Freehold,N,0.03,31658.47,55973.38,8402927.65,8.68,GMAC,Somewhat possessive
199707,4564805.37,3285810.19,9693448.39,102168179.98,8748854.12,199336895.9,41945.32,90853.41,6.27,5.08,147258872.23,19800801,P,Really Big Yacht,Y,22210606,7.1,22500325,fixed,OTH,FIX,62.11,0.36,-0.34,22840714,RE,IO,Y,Y,Y,SD,SHO,US,Feudal,N,0.48,68945.62,29671.55,3622102.98,13.24,SPML,Instagram stalker
199611,2666791.13,2196009.61,4942705.59,7323865.34,146843748.18,109196397.79,28418.26,13163.69,8.46,11.94,62567021.46,19990716,P,Yacht,Y,21580909,5.55,22740725,floating,OTH,1ML,17.97,-1.44,-0.9,23140326,ER,PP,Y,Y,N,FD,ND,US,Leasehold,N,0.64,13875.48,33837.33,2709942.3,12.02,Platform,Instagram stalker
199502,9087681.19,4957521.26,2166142.48,181973449.86,198335516.06,53879711.5,48224.22,7716.25,19.64,15.62,130870731.04,19870119,L,Biggest Yacht,Y,23110502,12.74,23020809,fixed,FIX,BBR,12.17,-1.75,1.78,20731030,RE,RE,N,N,N,BU,ND,US,Leasehold,Y,0.94,98106.08,56130.76,7983093.36,10.19,Kensington,Never calls
200911,2916978.2,3959022.31,5579657.21,143532562.5,157573775.6,157841199.99,22171.21,60068.44,19.56,19.92,118295757.5,20131224,M,Bank,N,21060914,41.97,23080523,floating,1ML,SVR,98.67,0.23,0.73,19850809,PU,PP,N,Y,N,ND,SHO,UK,Freehold,N,0.65,62211.25,30098.08,4557569.65,10.1,Kensington,Super chill
201701,2158260.61,2755112.59,9305894.48,92177233.88,92781383.58,184140713.47,34070.41,5986.05,17.29,10.78,147573783.47,20091006,B,Big Yacht,N,19910403,37.56,20240926,floating,SVR,3ML,60.25,1.74,-0.23,21110531,RE,OT,Y,N,Y,SD,OWN,UK,Freehold,Y,2.03,22780.15,96651.47,9255820.36,4.9,SPML,Never calls
199711,8683374.83,1313603.59,377006.95,127824297.15,56393740.67,65917771.74,11463.29,19115.52,18.94,11.36,36856312.12,20000725,N,Bungaloo,Y,20831123,34.18,22991216,fixed,BBR,FIX,59.2,-0.3,0.27,22520130,OT,RE,N,Y,Y,OT,OWN,US,Feudal,N,1.37,49443.74,71734.12,3878600.99,14.9,Platform,Never calls
201708,9818462.33,4109313.03,7821782.49,38412107.4,6588516.58,155774877.63,14220.13,60824.54,7.34,7.27,194277404.75,20140420,U,Biggest Yacht,N,23240203,6.35,19910319,fixed,1ML,FIX,35.12,0.21,1.85,20120330,CO,IO,Y,Y,N,TH,BTL,US,Freehold,N,3.44,74004.23,41566.45,6474256.7,13.24,GMAC,Never calls
200712,8947524.68,654681.5,1033947.79,93264654.32,89771923.23,49866893.22,35620.1,3713.71,9.39,18.04,183449745.86,19970330,B,Really Big Yacht,Y,23141004,26.78,20430727,floating,1ML,FIX,38.42,1.44,1.24,23220826,OT,RE,N,N,Y,BU,BTL,UK,Feudal,N,3.14,96415.95,36895.43,4388137.73,4.07,SPML,Super chill
198111,5610743.11,2825771.37,4430209.25,175125607.77,12865288.01,134477174.66,99556.43,2758.82,7.9,16.78,162760310.1,20130824,U,House,Y,22220331,4.7,23760603,floating,BBR,3ML,1.6,-1.56,-0.35,22310224,PU,RE,N,Y,N,DT,POW,US,Leasehold,N,2.22,50140.26,14561.86,3462481.68,6.09,Kensington,Somewhat possessive
201404,4759444.18,6271160.02,4630415.88,144756238.53,130077019.73,162220976.9,22910.46,83771.59,10.25,11.06,20898595.09,20061118,B,Yacht,Y,21091201,33.53,20020829,floating,FIX,3ML,54.3,-0.04,0.04,20660425,ER,OT,N,N,Y,DT,BTL,UK,Feudal,Y,3.7,10403.74,88013.35,9996298.85,12.46,Platform,Somewhat possessive
200612,3204096.69,5839624.17,3238875.57,145387787.7,24683381.18,28292888.75,54607.37,65338.58,18.55,13.45,83874430.18,20160905,U,Bank,Y,23950308,19.44,21960310,fixed,BBR,OTH,53.76,1.02,1.33,21270603,CO,RE,Y,N,Y,TH,ND,US,Feudal,N,1.13,59805.51,44120.8,540290.23,3.27,SPML,Clingy
201211,5776545.78,8866539.87,213634.32,98101161.36,153844921.19,54366191.49,58848.16,24568.51,17.57,15.78,7925835.14,19890215,M,Bank,N,21011215,36.19,20470424,floating,FIX,SVR,81.4,-1.66,0.4,22220420,RD,IO,N,N,Y,SD,ND,UK,Freehold,N,0.93,59477.35,26614.93,9578019.88,7.09,Kensington,Never calls
198706,9784413.29,4318086.0,1825781.92,58653714.65,43350466.62,154083571.33,26472.49,85039.81,17.59,15.83,161752867.98,20030928,U,House,Y,21900723,13.34,21491012,floating,BBR,3ML,48.63,-1.7,0.6,21611228,CO,ND,Y,N,Y,ND,POW,US,Leasehold,Y,0.87,34650.28,39123.05,5079122.38,13.57,GMAC,Clingy
198906,6176963.83,6739591.85,8106459.02,118903767.85,54388493.16,14936471.08,15816.31,66532.22,13.26,6.17,47200920.56,20060812,L,Bungaloo,N,23160409,12.78,22010823,floating,OTH,1ML,76.85,-1.41,1.16,20190706,ER,ND,N,N,Y,DT,OWN,UK,Leasehold,N,0.98,29668.14,34161.69,767126.65,5.42,Citibank,Clingy
198705,9188822.62,6795097.5,6349081.06,58824587.4,195015518.34,92950265.68,41330.81,57384.1,17.19,18.14,35897551.05,19831017,N,Bank,N,21230703,46.57,22101025,fixed,3ML,3ML,49.99,1.71,0.21,23830214,ND,IO,N,N,Y,DT,ND,UK,Feudal,Y,3.14,45923.54,90558.97,7681873.26,8.08,Citibank,Super chill
201302,6296267.95,2283473.13,827388.17,195805022.27,53620473.03,186154765.13,28423.1,73503.17,10.42,9.83,98077103.76,20080622,P,Really Big Yacht,N,20980915,23.67,20671006,fixed,FIX,3ML,13.71,-0.25,2.05,21130312,RE,ND,Y,Y,N,FD,BTL,UK,Leasehold,Y,0.83,2814.93,39468.88,718677.59,7.79,GMAC,Super chill
199611,6265718.0,8035048.06,4543737.86,141616013.6,10756922.97,118744922.14,52209.12,42625.03,9.89,14.17,4607733.71,20000529,N,Yacht,Y,20810228,48.3,21230409,floating,1ML,3ML,26.23,-1.97,-1.72,23350407,PU,PP,N,Y,N,ND,SHO,UK,Leasehold,N,2.18,32709.57,17004.85,2413154.49,5.31,Citibank,Clingy
198607,1779916.72,3461838.83,5020848.12,189781925.89,20019688.77,144922747.85,65553.36,62632.55,8.28,18.0,199030613.26,20040513,B,House,Y,20360303,46.92,21800222,floating,OTH,1ML,33.52,-0.84,0.91,22230914,CO,OT,N,N,N,DT,POW,UK,Leasehold,Y,3.5,74817.79,63863.62,6827226.52,8.59,Citibank,Super chill
201601,9548540.32,8142613.25,5437195.92,78856672.59,180466170.74,118166969.92,52530.7,46189.34,12.98,8.27,153630853.1,19940115,N,Bank,Y,22360507,38.0,23030725,fixed,SVR,FIX,25.29,0.92,-0.22,21540810,RE,IO,Y,Y,N,SD,OWN,UK,Freehold,Y,0.44,98140.12,4562.05,6439300.66,8.64,Kensington,Instagram stalker
199108,6022029.51,4533722.37,556176.12,29794642.36,152240398.78,148693729.02,62194.68,4296.89,16.0,16.29,179137985.17,20030603,L,Really Big Yacht,Y,22320729,31.04,23050620,floating,FIX,BBR,95.94,0.04,-1.4,20401216,OT,IO,Y,Y,Y,DT,SHO,US,Freehold,N,0.17,49065.62,69294.01,706262.95,5.24,Kensington,Never calls
199311,6922914.36,2427738.85,3702445.74,20523227.7,127573891.31,13116902.97,96885.61,77204.48,12.91,19.06,146458789.43,19830619,U,Yacht,N,21811011,12.94,21571222,fixed,1ML,OTH,84.27,-0.12,-0.98,22370225,ER,ND,N,N,N,TH,SHO,UK,Freehold,Y,0.98,57732.76,92954.22,9012275.06,9.78,GMAC,Clingy
199609,4178430.75,8176976.76,1081124.66,35681816.49,30805227.71,119850611.09,38666.01,2321.1,18.82,9.18,307827.54,20040417,L,Yacht,N,23950319,5.47,20730314,floating,OTH,SVR,96.56,0.67,-0.43,20081011,RC,RE,Y,N,Y,ND,BTL,US,Feudal,N,1.5,7905.8,69266.49,3773023.52,6.21,Verso,Never calls
201704,4051736.09,1197469.2,7540168.17,148789433.58,59257863.33,53124900.88,15570.32,52348.69,18.35,8.09,139041830.28,20121211,U,Awesome Yacht,N,20490204,4.98,22461107,floating,BBR,FIX,71.64,-1.98,-0.4,21220816,OT,ND,N,N,Y,ND,POW,UK,Freehold,N,1.86,3638.66,74637.74,8221173.23,14.01,SPML,Super chill
200210,2005580.05,7634695.5,3810990.45,41953386.02,36699438.85,68969492.09,43001.97,62197.29,8.21,12.55,36550861.46,19910904,B,Bank,Y,20741007,31.79,21580925,fixed,1ML,OTH,34.09,-0.12,1.19,21810417,OT,IO,Y,N,Y,FD,ND,US,Freehold,N,0.13,70728.17,4660.88,2651720.6,3.38,Verso,Instagram stalker
199305,9613305.11,282775.76,5147905.73,81076839.34,104258803.12,22236419.71,85477.75,89439.59,16.32,10.98,105756204.6,20011202,L,Bungaloo,Y,22751018,52.54,20051021,fixed,3ML,SVR,87.99,-1.69,-1.43,23920108,CO,IO,Y,N,Y,OT,ND,US,Leasehold,N,2.12,33779.17,85096.23,9614414.62,8.6,GMAC,Super chill
200107,683188.02,1344665.46,4858080.82,103201382.68,39621604.99,155979382.12,55938.35,96743.54,19.84,12.13,137318317.23,20000222,N,Yacht,N,23860830,55.67,21720524,floating,BBR,1ML,89.91,-1.13,1.7,22111121,RD,IO,Y,Y,N,ND,SHO,UK,Freehold,Y,3.92,87392.01,34776.2,8829222.49,3.0,Citibank,Never calls
200706,7805927.03,528235.23,6918863.78,190581154.72,118996955.2,183976496.37,64696.85,14510.16,11.94,14.75,84088004.86,20170617,N,Awesome Yacht,N,20090602,36.13,23220503,fixed,SVR,OTH,95.28,1.33,1.79,23100829,CO,IO,Y,Y,N,BU,ND,UK,Feudal,N,3.47,58997.99,82726.26,8094807.45,4.89,Platform,Instagram stalker
200507,9443201.78,9616375.07,3666022.21,192823009.74,108387989.9,177654525.06,17005.67,70860.73,10.42,6.73,89087140.39,20110625,U,Big Yacht,Y,20350612,31.02,23510627,fixed,1ML,FIX,45.44,1.01,0.55,22401119,ER,ND,N,N,N,BU,ND,UK,Feudal,Y,0.66,83939.84,91260.92,8616531.1,4.15,Kensington,Super chill
200509,1927521.96,8975623.91,7846907.31,6252733.54,3858155.06,106797297.46,40165.3,34164.66,12.79,14.72,82127547.09,20030622,N,House,Y,23391115,1.79,20430622,fixed,OTH,SVR,77.62,-0.23,0.74,22060909,ND,OT,Y,N,Y,OT,SHO,UK,Freehold,Y,1.32,55396.61,51706.99,9693306.71,10.97,Citibank,Somewhat possessive
198910,1522456.19,8381743.18,2457619.39,138374320.2,18425741.01,70068784.05,19874.14,14565.0,12.53,6.22,191746514.03,20110106,N,Bank,N,22040209,48.03,23421026,fixed,OTH,1ML,63.22,-1.25,-1.46,23541208,PU,ND,Y,Y,N,OT,POW,UK,Leasehold,Y,3.7,1946.98,43032.26,5986593.96,9.42,Citibank,Instagram stalker
200204,9000751.93,2319958.17,2710894.3,109621711.82,53245337.4,67484455.33,61578.23,10185.27,13.56,10.61,196138023.9,20030701,P,Yacht,Y,21381030,2.94,22220722,floating,1ML,1ML,71.02,-1.8,-0.68,21021002,PU,PP,N,Y,N,BU,OWN,US,Freehold,Y,0.85,97327.92,36765.78,6955972.3,7.32,GMAC,Clingy
200807,6460335.91,7132118.22,3748024.09,45592379.29,49462045.66,31691677.97,59089.7,55629.27,10.22,12.21,177964993.46,19880313,L,House,N,22130126,21.66,20230111,fixed,FIX,BBR,88.21,1.77,0.76,20541207,RE,OT,Y,Y,N,BU,SHO,US,Freehold,N,3.85,41145.47,12384.95,1115626.68,3.08,Verso,Super chill
201011,3917179.55,630494.66,7605215.92,54710931.05,86714257.28,85727391.52,24045.4,3462.88,13.8,18.4,76321789.79,20100908,B,Bank,Y,22271110,19.52,20440322,floating,SVR,OTH,3.03,0.06,-0.85,21010711,ND,PP,Y,N,Y,FD,SHO,US,Leasehold,Y,2.85,10371.13,76511.4,5637339.82,11.17,Citibank,Never calls
198109,8907681.41,3440059.13,325762.74,112644944.63,99867274.69,198654925.1,49122.16,62240.83,8.63,9.59,168249604.17,19851118,B,Bungaloo,Y,20800221,48.98,21720816,floating,1ML,3ML,54.07,1.47,0.47,20170405,ER,OT,Y,Y,N,TH,OWN,US,Feudal,N,2.04,21268.22,87958.6,5067296.19,12.15,SPML,Somewhat possessive
200602,5301344.24,792798.49,6455212.18,59855399.72,173483923.6,68160056.76,39193.18,44081.07,16.71,12.81,161809269.09,19960125,L,Bank,N,20740125,31.24,21200803,fixed,OTH,3ML,98.68,-1.31,-1.27,22581206,ER,IO,N,Y,N,TH,OWN,UK,Feudal,N,3.73,95457.15,44630.43,6751861.55,14.61,Kensington,Somewhat possessive
198703,1054674.26,2270389.32,3264782.87,33519605.82,163317504.73,113633492.84,31475.18,25763.04,10.55,16.24,122896614.65,19840214,B,Bungaloo,N,22891028,12.14,23710311,fixed,FIX,SVR,15.72,0.63,1.26,20700517,OT,RE,Y,Y,Y,BU,SHO,US,Feudal,Y,0.41,39877.14,54406.74,9939495.3,12.91,Kensington,Clingy
199903,4902622.7,7606976.67,5433847.72,154801613.65,11941333.41,152075807.68,94458.83,10120.43,18.64,10.26,91661932.5,19800811,B,House,Y,22511022,17.9,23330305,fixed,BBR,1ML,39.28,1.69,-0.6,20430802,ND,IO,N,N,Y,FD,ND,UK,Leasehold,Y,2.08,71648.95,81954.82,9407304.59,3.53,Platform,Somewhat possessive
199912,6960165.59,3865267.7,7793526.71,122210533.44,86938285.03,62313959.01,23638.47,11508.34,5.95,15.24,196417289.81,19920407,P,Bank,Y,20700710,56.35,23571116,fixed,1ML,OTH,13.56,-1.39,-1.08,21700528,RE,OT,N,Y,Y,ND,OWN,UK,Freehold,Y,0.28,31057.56,99919.7,6655858.43,5.37,Citibank,Super chill
199007,8559051.19,9871227.12,838131.21,90049363.81,119669678.43,142191545.45,74280.17,21323.28,12.52,7.88,61650079.57,19980928,L,Bungaloo,Y,20550826,11.21,21320401,fixed,BBR,SVR,28.41,1.03,0.44,22760111,ND,RE,N,Y,N,BU,SHO,US,Freehold,N,0.73,72506.02,27307.1,4709427.54,8.1,Verso,Clingy
199609,9598044.32,986083.61,5057636.17,95571917.27,53809281.23,79177940.04,30950.63,97063.1,17.76,16.98,173746707.96,19890327,N,Bank,N,20910330,37.52,22831214,fixed,3ML,3ML,7.58,0.14,-1.71,21850129,PU,ND,N,N,Y,BU,SHO,UK,Leasehold,N,0.13,40964.62,70053.91,2143674.41,6.04,SPML,Never calls
199707,8833151.05,5433406.43,3369851.59,143950750.79,154099690.32,47715825.13,77034.2,60246.46,9.73,5.53,179858101.47,20070521,M,Really Big Yacht,N,23740327,19.72,21431222,floating,OTH,BBR,67.58,-1.17,-1.72,22101003,ND,PP,Y,Y,Y,DT,SHO,UK,Freehold,Y,1.85,17535.14,32351.04,8460695.23,10.92,Platform,Clingy
199905,9859034.55,9588640.51,5857913.09,35515956.71,5233570.81,12938350.55,49844.44,66703.5,15.13,10.58,182076870.08,20110612,L,Really Big Yacht,N,22980502,51.71,23400525,floating,FIX,3ML,21.57,1.05,0.3,22680923,RR,RE,Y,Y,N,BU,SHO,US,Leasehold,Y,3.21,18518.6,64633.52,5925266.82,11.47,Citibank,Clingy
199203,2223536.32,7864715.91,2013699.98,107311730.24,125371043.22,95744039.05,25449.18,9980.45,12.78,18.08,71558704.23,19901021,P,House,N,23921210,37.76,22581118,floating,BBR,3ML,41.32,-0.84,-0.86,23181009,CO,PP,N,Y,N,DT,POW,UK,Feudal,Y,0.48,42722.06,76691.28,3771286.55,9.95,Verso,Clingy
198309,2803181.39,9609261.98,261676.62,34960648.68,91090476.81,68926739.49,21752.83,57533.06,6.12,7.9,142560511.41,20070206,L,Yacht,Y,22250108,44.15,20701005,floating,BBR,OTH,95.85,1.35,0.34,21700314,CO,OT,N,Y,Y,ND,SHO,US,Leasehold,Y,1.57,63350.77,98765.89,5056110.43,10.13,GMAC,Somewhat possessive
200703,6844146.41,5124320.74,3675461.86,146434196.9,74966181.76,171522831.2,84465.69,41635.36,15.62,14.2,58977572.11,20140309,B,Biggest Yacht,Y,22371124,12.16,23420314,floating,BBR,FIX,83.24,1.92,0.64,22770706,OT,OT,N,N,N,DT,POW,UK,Leasehold,N,2.29,39574.6,56662.17,4404888.98,2.44,Verso,Never calls
200704,7792599.16,6253684.77,8088313.31,34708108.28,20189142.33,76842920.3,67962.61,11842.63,13.45,12.22,45623837.33,20110704,L,Really Big Yacht,Y,20380404,12.13,21280417,floating,OTH,3ML,10.41,0.39,1.6,23810529,RR,OT,N,N,N,FD,BTL,UK,Freehold,N,0.28,59689.05,67821.06,1613676.32,8.66,SPML,Never calls
198905,6793743.4,8027901.74,1985808.74,6291878.7,198123015.93,146882813.66,27383.99,58072.84,19.1,17.28,18578410.06,20050304,U,Awesome Yacht,N,21000331,59.03,23310731,fixed,BBR,FIX,80.5,-0.62,0.82,22631002,RD,ND,N,N,Y,ND,ND,US,Freehold,N,2.44,89121.28,21849.68,5114120.53,6.38,GMAC,Somewhat possessive
200902,9289223.83,8704157.52,2048468.58,72438088.25,116631306.08,86137999.85,50803.86,44703.37,5.1,13.51,268776.36,19980606,P,Awesome Yacht,Y,21150227,3.52,22250126,floating,BBR,BBR,23.23,-1.87,0.83,21360927,CO,OT,Y,N,Y,SD,BTL,US,Feudal,N,3.25,2521.93,2966.12,1220080.09,11.22,Citibank,Somewhat possessive
199401,1524419.8,1061672.08,4089684.95,105082566.43,6987113.63,161541481.58,97764.7,91763.02,5.24,14.78,81966302.19,20040917,L,Really Big Yacht,Y,21001116,13.39,22590606,fixed,3ML,3ML,19.9,0.56,1.98,21161012,CO,PP,Y,Y,N,OT,BTL,UK,Leasehold,Y,1.48,21126.77,65818.96,9007170.1,6.08,GMAC,Super chill
201401,5036915.69,7494075.9,472999.61,116645787.99,66866214.97,135177421.66,26854.73,22177.58,12.14,6.54,4697900.61,20090227,N,Bank,N,22290328,58.42,20480103,fixed,SVR,SVR,73.94,-0.23,-0.85,19910517,OT,PP,N,Y,Y,OT,POW,UK,Feudal,N,0.61,16746.48,93930.67,1813300.3,8.23,Citibank,Never calls
198805,8822282.08,5287008.26,5754168.91,73738497.85,159724351.46,97592245.59,75328.55,59775.11,5.99,16.31,108021422.91,19800724,M,Awesome Yacht,Y,22720213,40.97,20610527,floating,OTH,1ML,28.44,-1.85,0.6,23020411,ND,ND,N,N,Y,BU,OWN,US,Freehold,Y,3.31,93134.21,9145.76,6029156.96,7.51,Kensington,Never calls
201109,3570653.18,8627554.58,6339823.0,86918837.75,126324265.57,162430788.19,8836.36,34870.34,8.56,7.39,184157292.66,19840908,U,Awesome Yacht,Y,23060818,17.1,23430914,fixed,BBR,FIX,24.18,1.25,1.21,22550718,RC,PP,N,N,N,DT,POW,US,Leasehold,N,3.66,84384.69,60181.13,7229352.26,5.32,Platform,Never calls
198311,8296012.44,9561663.86,8965020.05,149813190.85,103053698.96,153473341.48,8326.99,98565.49,8.7,14.9,60715525.62,20030825,L,House,N,23091203,20.18,22740614,floating,BBR,OTH,34.81,0.81,1.98,23280629,PU,IO,N,Y,N,ND,BTL,US,Freehold,Y,1.3,48625.0,42515.42,3658223.89,14.73,Platform,Instagram stalker
199710,6169170.99,8908504.03,3528176.19,19130709.73,23475204.05,14101655.93,23151.9,53036.23,18.1,6.54,8820055.86,20111207,U,Awesome Yacht,N,19970608,39.4,23310808,fixed,1ML,OTH,78.95,-1.37,-0.74,20290331,RE,ND,N,Y,Y,ND,OWN,US,Feudal,N,2.83,96925.82,86940.89,6225418.67,13.84,GMAC,Super chill
201307,7977860.51,835760.05,6302849.44,106619931.96,1880918.59,66305130.85,72573.62,11340.28,14.48,10.6,75209471.0,19851217,M,Really Big Yacht,Y,22640211,4.3,22730315,fixed,SVR,OTH,2.76,1.01,-0.77,20820506,OT,OT,Y,Y,Y,FD,ND,UK,Freehold,N,0.08,59788.11,48692.87,2898330.09,7.57,Citibank,Super chill
199210,8866628.21,4389630.4,7631650.88,189531706.41,10753507.15,48060039.1,51634.95,88208.48,15.37,18.13,20944162.72,19951031,U,Yacht,Y,21750215,45.37,21341221,floating,3ML,1ML,66.55,-1.5,0.72,21290711,ER,ND,Y,Y,Y,DT,SHO,UK,Leasehold,Y,1.57,62648.25,29364.03,7207610.72,12.96,Platform,Never calls
199808,1403411.16,1323179.16,3505677.66,154018197.14,102670904.02,94622956.42,93016.23,86195.74,8.5,5.83,133472414.61,20000921,L,Big Yacht,Y,23581218,55.71,21700429,fixed,FIX,FIX,90.27,-0.57,-0.13,20300421,RE,PP,N,N,N,OT,ND,US,Freehold,N,3.22,99408.75,91220.9,4815769.47,9.66,Platform,Somewhat possessive
200708,3437209.01,1752993.2,4838224.86,188771698.68,127402007.09,133771936.82,61898.57,84526.1,8.16,14.0,24716391.43,19960812,L,Really Big Yacht,N,22620928,19.13,22030304,floating,FIX,SVR,63.78,-1.39,-0.84,20741031,RR,OT,Y,Y,Y,ND,OWN,UK,Leasehold,N,1.69,85918.75,33854.63,4034360.3,3.77,Platform,Clingy
201110,3423078.01,5904095.9,7178798.33,41208593.79,178120031.86,7800584.87,19637.72,39564.07,18.69,10.35,108519925.94,19970102,B,Awesome Yacht,N,20660816,55.77,21500804,fixed,3ML,1ML,94.72,-1.27,1.39,23790904,RE,PP,Y,Y,N,ND,SHO,UK,Feudal,N,2.71,37260.28,94160.34,5066414.19,9.49,GMAC,Super chill
200309,8243466.6,3188798.59,7941480.54,118607713.65,165532568.99,112530225.04,81136.85,60563.77,15.48,5.62,8365524.03,19830831,N,Biggest Yacht,Y,20450320,47.19,23520501,floating,1ML,3ML,99.16,-1.17,-1.54,19910125,ND,RE,N,Y,Y,BU,SHO,UK,Leasehold,N,0.62,65600.16,53996.72,3371573.36,14.53,SPML,Super chill
198708,284016.02,9836926.81,9075392.68,178576838.75,79329890.37,95252448.18,66116.79,22848.28,15.65,13.5,157443687.24,19850325,N,Really Big Yacht,Y,21030305,10.55,21240817,floating,OTH,1ML,68.99,-1.35,1.58,23370929,ND,RE,N,Y,N,FD,OWN,US,Feudal,N,0.06,56721.68,14240.33,4915528.55,9.97,Citibank,Instagram stalker
198204,7799662.49,3432497.9,9653171.58,19141335.75,98831335.59,23712698.52,48610.31,4219.74,8.91,15.82,147829634.01,20170826,B,Bank,Y,23060904,16.62,20770525,floating,BBR,OTH,38.17,1.67,-1.99,22550711,PU,ND,N,N,Y,BU,SHO,UK,Leasehold,Y,3.22,11427.62,45620.46,3649512.25,12.95,SPML,Somewhat possessive
198506,4853192.38,9302733.64,1307569.69,182588983.77,172712001.02,164991702.2,59122.19,25322.74,17.73,7.42,28675159.02,20130524,L,Biggest Yacht,Y,22700704,11.46,23951222,floating,SVR,BBR,74.29,1.29,1.98,20070919,RD,RE,N,N,N,DT,BTL,US,Leasehold,N,1.21,55182.88,18164.25,2804601.73,6.03,Platform,Super chill
198510,1344107.25,1534700.12,9267539.0,32764799.61,123318461.29,59890438.44,97761.74,6880.39,17.24,16.37,100071394.17,19850207,B,Really Big Yacht,N,20600902,33.95,22160115,fixed,1ML,FIX,56.33,-2.0,-1.95,21890722,CO,OT,Y,Y,Y,SD,BTL,UK,Leasehold,Y,1.11,92883.69,39800.93,6950516.7,7.85,Kensington,Never calls
